Mã đơn hàng,Ngày đặt hàng,Trạng Thái Đơn Hàng,SKU phân loại hàng,Tên sản phẩm,Số lượng,Giá gốc,Tổng giá bán (sản phẩm),Mã giảm giá của Shop,Phí cố định,Phí thanh toán,Phí Voucher Xtra & Freeship Xtra,Phí Dịch Vụ,Thuế khấu trừ,Phí vận chuyển trả hàng,Tỉnh/Thành phố,Đơn Vị Vận Chuyển
SP260008952,2026-05-15 14:34:47,Hoàn thành,LAN-137,Set đồ mẫu 137,1,99000,99000,6000.0,17670.0,5580.0,8370.0,930.0,1395.0,0,Hà Nội,SPX Express
SP260008953,2026-05-15 14:42:32,Hoàn thành,LAN-076,Váy/Đầm mẫu 076,2,169000,338000,0.0,64220.0,20280.0,30420.0,3380.0,5070.0,0,Hải Phòng,SPX Express
SP260008954,2026-05-15 15:14:05,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,15000.0,31160.0,9840.0,14760.0,1640.0,2460.0,0,Khánh Hoà,SPX Express
SP260008956,2026-05-15 15:26:57,Hoàn thành,LAN-112,Chân váy mẫu 112,1,169000,169000,0.0,32110.0,10140.0,15210.0,1690.0,2535.0,0,Khánh Hoà,SPX Express
SP260008957,2026-05-15 15:32:14,Hoàn thành,LAN-129,Chân váy mẫu 129,2,189000,378000,0.0,71820.0,22680.0,34020.0,3780.0,5670.0,0,Đồng Nai,GHN
SP260008958,2026-05-15 16:13:13,Hoàn thành,LAN-116,Chân váy mẫu 116,1,259000,259000,13000.0,46740.0,14760.0,22140.0,2460.0,3690.0,0,Hà Nội,J&T Express
SP260008959,2026-05-15 16:23:35,Hoàn thành,LAN-029,Áo mẫu 029,1,159000,159000,15000.0,27360.0,8640.0,12960.0,1440.0,2160.0,0,TP.HCM,GHN
SP260008963,2026-05-15 17:33:41,Hoàn thành,LAN-022,Áo mẫu 022,1,129000,129000,12000.0,22230.0,7020.0,10530.0,1170.0,1755.0,0,Đà Nẵng,J&T Express
SP260008968,2026-05-15 18:36:47,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Khánh Hoà,J&T Express
SP260008972,2026-05-15 19:10:04,Hoàn thành,LAN-075,Váy/Đầm mẫu 075,1,229000,229000,0.0,43510.0,13740.0,20610.0,2290.0,3435.0,0,Nghệ An,J&T Express
SP260008973,2026-05-15 19:21:28,Hoàn thành,LAN-006,Áo mẫu 006,2,269000,538000,45000.0,93670.0,29580.0,44370.0,4930.0,7395.0,0,Hà Nội,J&T Express
SP260008977,2026-05-15 20:48:59,Hoàn thành,LAN-111,Chân váy mẫu 111,1,209000,209000,13000.0,37240.0,11760.0,17640.0,1960.0,2940.0,0,Hải Phòng,SPX Express
SP260008979,2026-05-15 21:09:33,Hoàn thành,LAN-058,Váy/Đầm mẫu 058,1,99000,99000,6000.0,17670.0,5580.0,8370.0,930.0,1395.0,0,Hải Phòng,SPX Express
SP260008980,2026-05-15 21:22:27,Đã trả hàng,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,SPX Express
SP260008982,2026-05-15 21:41:46,Hoàn thành,LAN-062,Váy/Đầm mẫu 062,2,269000,538000,0.0,102220.0,32280.0,48420.0,5380.0,8070.0,0,TP.HCM,J&T Express
SP260008984,2026-05-15 22:02:57,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,20000.0,37810.0,11940.0,17910.0,1990.0,2985.0,0,Hà Nội,J&T Express
SP260008986,2026-05-15 22:26:43,Đã huỷ,LAN-078,Váy/Đầm mẫu 078,1,299000,299000,18000.0,0.0,0.0,0.0,0.0,0.0,0,Thanh Hoá,GHN
SP260008990,2026-05-16 07:23:33,Đã huỷ,LAN-091,Quần mẫu 091,1,169000,169000,0.0,0.0,0.0,0.0,0.0,0.0,0,Nghệ An,GHN
SP260008996,2026-05-16 09:02:13,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,14000.0,31350.0,9900.0,14850.0,1650.0,2475.0,0,Bình Dương,GHN
SP260008997,2026-05-16 09:31:17,Hoàn thành,LAN-019,Áo mẫu 019,1,289000,289000,26000.0,49970.0,15780.0,23670.0,2630.0,3945.0,0,TP.HCM,SPX Express
SP260008999,2026-05-16 09:42:44,Hoàn thành,LAN-116,Chân váy mẫu 116,1,259000,259000,13000.0,46740.0,14760.0,22140.0,2460.0,3690.0,0,Nghệ An,J&T Express
SP260009001,2026-05-16 10:08:50,Hoàn thành,LAN-112,Chân váy mẫu 112,2,169000,338000,0.0,64220.0,20280.0,30420.0,3380.0,5070.0,0,Hà Nội,SPX Express
SP260009003,2026-05-16 10:14:53,Đã huỷ,LAN-085,Quần mẫu 085,1,199000,199000,15000.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,SPX Express
SP260009004,2026-05-16 10:45:26,Hoàn thành,LAN-139,Set đồ mẫu 139,1,139000,139000,0.0,26410.0,8340.0,12510.0,1390.0,2085.0,0,Hải Phòng,J&T Express
SP260009005,2026-05-16 11:19:10,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,0.0,37810.0,11940.0,17910.0,1990.0,2985.0,0,Hải Phòng,SPX Express
SP260009007,2026-05-16 11:53:42,Hoàn thành,LAN-070,Váy/Đầm mẫu 070,1,169000,169000,0.0,32110.0,10140.0,15210.0,1690.0,2535.0,0,TP.HCM,J&T Express
SP260009008,2026-05-16 12:05:53,Hoàn thành,LAN-130,Chân váy mẫu 130,2,99000,198000,0.0,37620.0,11880.0,17820.0,1980.0,2970.0,0,TP.HCM,SPX Express
SP260009009,2026-05-16 12:12:22,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,SPX Express
SP260009010,2026-05-16 12:32:19,Hoàn thành,LAN-141,Set đồ mẫu 141,2,149000,298000,0.0,56620.0,17880.0,26820.0,2980.0,4470.0,0,Hà Nội,SPX Express
SP260009012,2026-05-16 12:53:16,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,18000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260009013,2026-05-16 12:58:07,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,24000.0,44650.0,14100.0,21150.0,2350.0,3525.0,0,Đồng Nai,SPX Express
SP260009016,2026-05-16 13:17:52,Hoàn thành,LAN-109,Quần mẫu 109,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,TP.HCM,GHN
SP260009017,2026-05-16 13:24:20,Hoàn thành,LAN-058,Váy/Đầm mẫu 058,2,99000,198000,0.0,37620.0,11880.0,17820.0,1980.0,2970.0,0,Hà Nội,J&T Express
SP260009018,2026-05-16 13:37:42,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,2,239000,478000,0.0,90820.0,28680.0,43020.0,4780.0,7170.0,0,Hà Nội,SPX Express
SP260009020,2026-05-16 14:09:37,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,19000.0,36100.0,11400.0,17100.0,1900.0,2850.0,0,Thanh Hoá,GHN
SP260009022,2026-05-16 14:16:33,Hoàn thành,LAN-034,Áo mẫu 034,2,279000,558000,140000.0,79420.0,25080.0,37620.0,4180.0,6270.0,0,Khánh Hoà,SPX Express
SP260009024,2026-05-16 14:26:18,Hoàn thành,LAN-134,Set đồ mẫu 134,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,TP.HCM,SPX Express
SP260009027,2026-05-16 14:39:46,Hoàn thành,LAN-056,Váy/Đầm mẫu 056,2,99000,198000,10000.0,35720.0,11280.0,16920.0,1880.0,2820.0,0,TP.HCM,J&T Express
SP260009029,2026-05-16 15:02:28,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,23000.0,42940.0,13560.0,20340.0,2260.0,3390.0,0,Bình Dương,SPX Express
SP260009030,2026-05-16 15:19:30,Đã trả hàng,LAN-089,Quần mẫu 089,3,219000,657000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,GHN
SP260009031,2026-05-16 15:21:37,Hoàn thành,LAN-136,Set đồ mẫu 136,2,209000,418000,0.0,79420.0,25080.0,37620.0,4180.0,6270.0,0,Khánh Hoà,J&T Express
SP260009032,2026-05-16 15:27:55,Đã trả hàng,LAN-084,Quần mẫu 084,1,199000,199000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Cần Thơ,SPX Express
SP260009034,2026-05-16 15:51:06,Hoàn thành,LAN-095,Quần mẫu 095,1,149000,149000,0.0,28310.0,8940.0,13410.0,1490.0,2235.0,0,Bình Dương,SPX Express
SP260009035,2026-05-16 16:02:03,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,13000.0,35340.0,11160.0,16740.0,1860.0,2790.0,0,Thanh Hoá,GHN
SP260009037,2026-05-16 16:25:36,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,10000.0,20710.0,6540.0,9810.0,1090.0,1635.0,0,Hà Nội,SPX Express
SP260009038,2026-05-16 16:32:33,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,19000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260009039,2026-05-16 16:35:23,Hoàn thành,LAN-053,Váy/Đầm mẫu 053,1,189000,189000,16000.0,32870.0,10380.0,15570.0,1730.0,2595.0,0,Hà Nội,SPX Express
SP260009040,2026-05-16 16:42:33,Hoàn thành,LAN-013,Áo mẫu 013,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,Hà Nội,SPX Express
SP260009042,2026-05-16 16:53:49,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,SPX Express
SP260009045,2026-05-16 17:09:48,Hoàn thành,LAN-067,Váy/Đầm mẫu 067,1,229000,229000,0.0,43510.0,13740.0,20610.0,2290.0,3435.0,0,Bình Dương,J&T Express
SP260009046,2026-05-16 17:24:36,Đã trả hàng,LAN-014,Áo mẫu 014,1,279000,279000,18000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260009049,2026-05-16 18:17:19,Hoàn thành,LAN-065,Váy/Đầm mẫu 065,1,169000,169000,0.0,32110.0,10140.0,15210.0,1690.0,2535.0,0,Hà Nội,GHN
SP260009050,2026-05-16 18:40:26,Đã trả hàng,LAN-058,Váy/Đầm mẫu 058,1,99000,99000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Đà Nẵng,SPX Express
SP260009052,2026-05-16 18:57:10,Hoàn thành,LAN-080,Váy/Đầm mẫu 080,1,279000,279000,0.0,53010.0,16740.0,25110.0,2790.0,4185.0,0,Thanh Hoá,SPX Express
SP260009054,2026-05-16 19:13:59,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,15000.0,40660.0,12840.0,19260.0,2140.0,3210.0,0,TP.HCM,J&T Express
SP260009055,2026-05-16 19:38:25,Đã huỷ,LAN-005,Áo mẫu 005,1,229000,229000,13000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260009058,2026-05-16 20:34:50,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Hải Phòng,GHN
SP260009059,2026-05-16 20:35:08,Hoàn thành,LAN-045,Áo mẫu 045,1,159000,159000,9000.0,28500.0,9000.0,13500.0,1500.0,2250.0,0,TP.HCM,J&T Express
SP260009062,2026-05-16 21:14:44,Hoàn thành,LAN-031,Áo mẫu 031,1,139000,139000,0.0,26410.0,8340.0,12510.0,1390.0,2085.0,0,Cần Thơ,GHN
SP260009064,2026-05-16 21:53:34,Hoàn thành,LAN-109,Quần mẫu 109,1,189000,189000,10000.0,34010.0,10740.0,16110.0,1790.0,2685.0,0,TP.HCM,SPX Express
SP260009066,2026-05-16 22:17:57,Hoàn thành,LAN-137,Set đồ mẫu 137,1,99000,99000,6000.0,17670.0,5580.0,8370.0,930.0,1395.0,0,TP.HCM,J&T Express
SP260009067,2026-05-16 22:24:01,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Hà Nội,J&T Express
SP260009068,2026-05-16 22:39:06,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Đồng Nai,SPX Express
SP260009069,2026-05-16 22:45:11,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Đà Nẵng,SPX Express
SP260009070,2026-05-16 22:49:03,Hoàn thành,LAN-013,Áo mẫu 013,2,189000,378000,31000.0,65930.0,20820.0,31230.0,3470.0,5205.0,0,Hải Phòng,SPX Express
SP260009071,2026-05-16 22:54:48,Đã trả hàng,LAN-107,Quần mẫu 107,1,149000,149000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,SPX Express
SP260009074,2026-05-17 07:06:11,Hoàn thành,LAN-021,Áo mẫu 021,1,289000,289000,24000.0,50350.0,15900.0,23850.0,2650.0,3975.0,0,TP.HCM,GHN
SP260009078,2026-05-17 07:34:47,Đã trả hàng,LAN-031,Áo mẫu 031,1,139000,139000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260009079,2026-05-17 07:41:13,Đã trả hàng,LAN-034,Áo mẫu 034,3,279000,837000,209000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,SPX Express
SP260009080,2026-05-17 07:43:08,Hoàn thành,LAN-109,Quần mẫu 109,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,Bình Dương,SPX Express
SP260009082,2026-05-17 08:42:44,Hoàn thành,LAN-036,Áo mẫu 036,2,279000,558000,140000.0,79420.0,25080.0,37620.0,4180.0,6270.0,0,TP.HCM,SPX Express
SP260009083,2026-05-17 08:50:01,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,21000.0,43320.0,13680.0,20520.0,2280.0,3420.0,0,Đồng Nai,SPX Express
SP260009084,2026-05-17 09:01:52,Đã trả hàng,LAN-122,Chân váy mẫu 122,1,239000,239000,21000.0,0.0,0.0,0.0,0.0,0.0,30000,Hải Phòng,SPX Express
SP260009085,2026-05-17 09:18:05,Hoàn thành,LAN-130,Chân váy mẫu 130,2,99000,198000,15000.0,34770.0,10980.0,16470.0,1830.0,2745.0,0,Nghệ An,SPX Express
SP260009086,2026-05-17 09:29:20,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,21000.0,35720.0,11280.0,16920.0,1880.0,2820.0,0,Cần Thơ,SPX Express
SP260009089,2026-05-17 10:13:25,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,21000.0,50920.0,16080.0,24120.0,2680.0,4020.0,0,Thanh Hoá,J&T Express
SP260009090,2026-05-17 10:34:46,Đã trả hàng,LAN-061,Váy/Đầm mẫu 061,2,99000,198000,14000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260009093,2026-05-17 11:01:20,Hoàn thành,LAN-141,Set đồ mẫu 141,2,149000,298000,16000.0,53580.0,16920.0,25380.0,2820.0,4230.0,0,Hà Nội,J&T Express
SP260009094,2026-05-17 11:17:49,Hoàn thành,LAN-134,Set đồ mẫu 134,2,129000,258000,0.0,49020.0,15480.0,23220.0,2580.0,3870.0,0,Hải Phòng,J&T Express
SP260009095,2026-05-17 11:32:59,Đã trả hàng,LAN-004,Áo mẫu 004,1,179000,179000,12000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260009097,2026-05-17 11:51:20,Hoàn thành,LAN-110,Quần mẫu 110,1,139000,139000,12000.0,24130.0,7620.0,11430.0,1270.0,1905.0,0,Đà Nẵng,J&T Express
SP260009099,2026-05-17 12:33:17,Hoàn thành,LAN-079,Váy/Đầm mẫu 079,1,119000,119000,0.0,22610.0,7140.0,10710.0,1190.0,1785.0,0,TP.HCM,SPX Express
SP260009100,2026-05-17 12:33:27,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Thanh Hoá,SPX Express
SP260009102,2026-05-17 12:52:23,Đã trả hàng,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260009104,2026-05-17 13:21:56,Hoàn thành,LAN-102,Quần mẫu 102,1,109000,109000,0.0,20710.0,6540.0,9810.0,1090.0,1635.0,0,Hà Nội,SPX Express
SP260009108,2026-05-17 14:30:44,Hoàn thành,LAN-008,Áo mẫu 008,1,109000,109000,9000.0,19000.0,6000.0,9000.0,1000.0,1500.0,0,Khánh Hoà,SPX Express
SP260009110,2026-05-17 14:39:50,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,0.0,109820.0,34680.0,52020.0,5780.0,8670.0,0,Khánh Hoà,SPX Express
SP260009112,2026-05-17 15:08:14,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,SPX Express
SP260009113,2026-05-17 15:18:16,Hoàn thành,LAN-052,Váy/Đầm mẫu 052,1,139000,139000,13000.0,23940.0,7560.0,11340.0,1260.0,1890.0,0,Hải Phòng,J&T Express
SP260009114,2026-05-17 15:21:15,Hoàn thành,LAN-062,Váy/Đầm mẫu 062,1,269000,269000,0.0,51110.0,16140.0,24210.0,2690.0,4035.0,0,Nghệ An,SPX Express
SP260009115,2026-05-17 15:31:08,Hoàn thành,LAN-037,Áo mẫu 037,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260009116,2026-05-17 15:37:56,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,23000.0,44840.0,14160.0,21240.0,2360.0,3540.0,0,Thanh Hoá,SPX Express
SP260009117,2026-05-17 15:38:47,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,GHN
SP260009120,2026-05-17 15:55:33,Hoàn thành,LAN-007,Áo mẫu 007,1,239000,239000,15000.0,42560.0,13440.0,20160.0,2240.0,3360.0,0,Khánh Hoà,J&T Express
SP260009122,2026-05-17 16:14:04,Hoàn thành,LAN-132,Set đồ mẫu 132,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260009124,2026-05-17 16:29:46,Hoàn thành,LAN-007,Áo mẫu 007,2,239000,478000,27000.0,85690.0,27060.0,40590.0,4510.0,6765.0,0,Bình Dương,SPX Express
SP260009125,2026-05-17 16:59:10,Hoàn thành,LAN-098,Quần mẫu 098,1,99000,99000,0.0,18810.0,5940.0,8910.0,990.0,1485.0,0,Nghệ An,J&T Express
SP260009126,2026-05-17 17:05:01,Hoàn thành,LAN-091,Quần mẫu 091,1,169000,169000,9000.0,30400.0,9600.0,14400.0,1600.0,2400.0,0,Hà Nội,GHN
SP260009127,2026-05-17 17:39:45,Đã trả hàng,LAN-094,Quần mẫu 094,1,299000,299000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260009128,2026-05-17 18:04:44,Hoàn thành,LAN-061,Váy/Đầm mẫu 061,2,99000,198000,16000.0,34580.0,10920.0,16380.0,1820.0,2730.0,0,TP.HCM,SPX Express
SP260009130,2026-05-17 18:51:50,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Nghệ An,J&T Express
SP260009131,2026-05-17 19:04:53,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,18000.0,34390.0,10860.0,16290.0,1810.0,2715.0,0,Nghệ An,J&T Express
SP260009134,2026-05-17 20:18:54,Hoàn thành,LAN-007,Áo mẫu 007,2,239000,478000,34000.0,84360.0,26640.0,39960.0,4440.0,6660.0,0,Nghệ An,J&T Express
SP260009136,2026-05-17 20:48:43,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,0.0,34010.0,10740.0,16110.0,1790.0,2685.0,0,Hải Phòng,SPX Express
SP260009137,2026-05-17 21:25:38,Đã huỷ,LAN-025,Áo mẫu 025,1,119000,119000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đà Nẵng,SPX Express
SP260009139,2026-05-17 21:49:38,Hoàn thành,LAN-015,Áo mẫu 015,1,139000,139000,0.0,26410.0,8340.0,12510.0,1390.0,2085.0,0,TP.HCM,GHN
SP260009140,2026-05-17 22:04:36,Hoàn thành,LAN-109,Quần mẫu 109,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,TP.HCM,GHN
SP260009143,2026-05-17 22:27:36,Hoàn thành,LAN-143,Phụ kiện mẫu 143,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,TP.HCM,J&T Express
SP260009144,2026-05-18 07:09:46,Đã trả hàng,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Thanh Hoá,SPX Express
SP260009145,2026-05-18 07:11:04,Hoàn thành,LAN-109,Quần mẫu 109,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,TP.HCM,GHN
SP260009149,2026-05-18 07:43:47,Hoàn thành,LAN-077,Váy/Đầm mẫu 077,2,219000,438000,0.0,83220.0,26280.0,39420.0,4380.0,6570.0,0,TP.HCM,SPX Express
SP260009153,2026-05-18 08:46:49,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,2,219000,438000,0.0,83220.0,26280.0,39420.0,4380.0,6570.0,0,Thanh Hoá,SPX Express
SP260009154,2026-05-18 09:06:46,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Hà Nội,SPX Express
SP260009157,2026-05-18 09:28:19,Hoàn thành,LAN-043,Áo mẫu 043,1,169000,169000,0.0,32110.0,10140.0,15210.0,1690.0,2535.0,0,TP.HCM,J&T Express
SP260009158,2026-05-18 09:49:51,Hoàn thành,LAN-003,Áo mẫu 003,1,99000,99000,0.0,18810.0,5940.0,8910.0,990.0,1485.0,0,Bình Dương,J&T Express
SP260009159,2026-05-18 10:09:18,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,SPX Express
SP260009160,2026-05-18 10:12:20,Hoàn thành,LAN-099,Quần mẫu 099,1,139000,139000,9000.0,24700.0,7800.0,11700.0,1300.0,1950.0,0,TP.HCM,SPX Express
SP260009161,2026-05-18 11:48:38,Hoàn thành,LAN-085,Quần mẫu 085,1,199000,199000,0.0,37810.0,11940.0,17910.0,1990.0,2985.0,0,Hà Nội,J&T Express
SP260009164,2026-05-18 12:18:46,Hoàn thành,LAN-093,Quần mẫu 093,1,159000,159000,0.0,30210.0,9540.0,14310.0,1590.0,2385.0,0,Hà Nội,J&T Express
SP260009166,2026-05-18 12:53:41,Hoàn thành,LAN-117,Chân váy mẫu 117,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,J&T Express
SP260009169,2026-05-18 13:19:27,Hoàn thành,LAN-093,Quần mẫu 093,3,159000,477000,0.0,90630.0,28620.0,42930.0,4770.0,7155.0,0,Đà Nẵng,J&T Express
SP260009170,2026-05-18 13:33:12,Hoàn thành,LAN-082,Quần mẫu 082,2,299000,598000,57000.0,102790.0,32460.0,48690.0,5410.0,8115.0,0,Đồng Nai,J&T Express
SP260009173,2026-05-18 14:05:59,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Đồng Nai,SPX Express
SP260009174,2026-05-18 14:20:52,Hoàn thành,LAN-095,Quần mẫu 095,3,149000,447000,0.0,84930.0,26820.0,40230.0,4470.0,6705.0,0,Bình Dương,SPX Express
SP260009175,2026-05-18 14:29:58,Hoàn thành,LAN-132,Set đồ mẫu 132,1,209000,209000,18000.0,36290.0,11460.0,17190.0,1910.0,2865.0,0,TP.HCM,SPX Express
SP260009177,2026-05-18 15:06:38,Hoàn thành,LAN-099,Quần mẫu 099,2,139000,278000,0.0,52820.0,16680.0,25020.0,2780.0,4170.0,0,TP.HCM,SPX Express
SP260009178,2026-05-18 15:18:00,Đã huỷ,LAN-130,Chân váy mẫu 130,1,99000,99000,7000.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,SPX Express
SP260009180,2026-05-18 15:39:39,Đã trả hàng,LAN-018,Áo mẫu 018,1,219000,219000,19000.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,GHN
SP260009184,2026-05-18 18:38:00,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,21000.0,45220.0,14280.0,21420.0,2380.0,3570.0,0,Hà Nội,J&T Express
SP260009185,2026-05-18 19:05:57,Hoàn thành,LAN-029,Áo mẫu 029,1,159000,159000,10000.0,28310.0,8940.0,13410.0,1490.0,2235.0,0,Hà Nội,SPX Express
SP260009186,2026-05-18 20:06:49,Đã trả hàng,LAN-087,Quần mẫu 087,1,249000,249000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260009187,2026-05-18 20:11:45,Hoàn thành,LAN-029,Áo mẫu 029,1,159000,159000,15000.0,27360.0,8640.0,12960.0,1440.0,2160.0,0,Khánh Hoà,GHN
SP260009191,2026-05-18 21:12:02,Đã trả hàng,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260009192,2026-05-18 21:19:28,Hoàn thành,LAN-062,Váy/Đầm mẫu 062,1,269000,269000,24000.0,46550.0,14700.0,22050.0,2450.0,3675.0,0,TP.HCM,GHN
SP260009193,2026-05-18 21:23:28,Hoàn thành,LAN-139,Set đồ mẫu 139,1,139000,139000,0.0,26410.0,8340.0,12510.0,1390.0,2085.0,0,TP.HCM,SPX Express
SP260009195,2026-05-18 21:44:03,Hoàn thành,LAN-122,Chân váy mẫu 122,2,239000,478000,41000.0,83030.0,26220.0,39330.0,4370.0,6555.0,0,Đà Nẵng,SPX Express
SP260009196,2026-05-18 21:54:15,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,10000.0,32110.0,10140.0,15210.0,1690.0,2535.0,0,Hải Phòng,J&T Express
SP260009200,2026-05-18 22:33:42,Hoàn thành,LAN-086,Quần mẫu 086,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,TP.HCM,SPX Express
SP260009201,2026-05-18 22:57:23,Hoàn thành,LAN-044,Áo mẫu 044,3,249000,747000,43000.0,133760.0,42240.0,63360.0,7040.0,10560.0,0,Bình Dương,SPX Express
SP260009202,2026-05-19 07:08:03,Hoàn thành,LAN-118,Chân váy mẫu 118,2,299000,598000,58000.0,102600.0,32400.0,48600.0,5400.0,8100.0,0,Hà Nội,J&T Express
SP260009204,2026-05-19 07:20:25,Hoàn thành,LAN-029,Áo mẫu 029,1,159000,159000,15000.0,27360.0,8640.0,12960.0,1440.0,2160.0,0,Đồng Nai,GHN
SP260009206,2026-05-19 07:37:31,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,17000.0,49780.0,15720.0,23580.0,2620.0,3930.0,0,Hà Nội,J&T Express
